,Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,TotalLivingSF,TotalMainBath,TotalBath,AgeSold,TotalPorchSF,TotalSF,TotalArea,GarageAgeSold,LastRemodelYrs,NbhdPricePerSF
85,86,60,121.0,16059,8,5,1991,1992,3,3,284.0,3,2,2,0,0,1288,1288,2,4,1,3,1301,1116,0,2417,0,0,2,1,4,1,3,9,1,4,1991.0,1,2,462,3,127,82,0,0,0,0,0,4,2006,260000,3705,2.5,2.5,15,209,2417,4167,15.0,14,83.76917498948856
86,87,60,122.0,11911,6,5,2005,2005,6,0,0.0,3,2,3,0,0,684,684,2,4,1,3,684,876,0,1560,0,0,2,1,3,1,3,6,1,4,2005.0,3,2,400,3,100,38,0,0,0,0,0,3,2009,174000,2244,2.5,2.5,4,138,1560,2644,4.0,4,76.84454061251664
87,88,160,40.0,3951,6,5,2009,2009,6,4,76.0,3,2,3,0,0,612,612,2,4,1,3,612,612,0,1224,0,0,2,1,2,1,3,4,0,2,2009.0,2,2,528,3,0,234,0,0,0,0,0,6,2009,164500,1836,2.5,2.5,0,234,1224,2364,0.0,0,82.65035776115711
88,89,50,105.0,8470,3,2,1915,1982,4,0,0.0,1,1,2,0,0,1013,1013,2,2,0,3,1013,0,513,1526,0,0,1,0,2,1,1,6,0,0,1900.0,0,0,0,0,0,0,156,0,0,0,0,10,2009,85000,2026,1.0,1.0,94,156,1013,2026,109.0,27,53.85268421741216
89,90,20,60.0,8070,4,5,1994,1995,6,0,0.0,2,2,3,588,0,402,990,2,4,1,3,990,0,0,990,1,0,1,0,3,1,2,5,0,0,1900.0,0,0,0,0,0,0,0,0,0,0,0,8,2007,123600,1980,1.0,2.0,13,0,1578,1980,107.0,12,75.04142143422128
90,91,20,60.0,7200,4,5,1950,1950,5,0,0.0,2,2,0,0,0,0,0,2,2,1,2,1040,0,0,1040,0,0,1,0,2,1,2,4,0,2,1950.0,1,2,420,3,0,29,0,0,0,0,0,7,2006,109900,1040,1.0,1.0,56,29,1040,1460,56.0,56,62.495892085837696
91,92,20,85.0,8500,5,3,1961,1961,3,2,203.0,2,2,2,600,0,635,1235,2,2,1,3,1235,0,0,1235,0,0,1,0,2,1,2,6,0,4,1961.0,1,2,480,3,0,0,0,0,0,0,0,12,2006,98600,2470,1.0,1.0,45,0,1835,2950,45.0,45,62.495892085837696
92,93,30,80.0,13360,5,7,1921,2006,1,0,0.0,2,3,1,713,0,163,876,2,4,1,3,964,0,0,964,1,0,1,0,2,1,2,5,0,2,1921.0,1,2,432,3,0,0,44,0,0,0,0,8,2009,163500,1840,1.0,2.0,88,44,1677,2272,88.0,3,74.76968106580541
93,94,190,60.0,7200,6,6,1910,1998,1,0,0.0,2,2,1,1046,0,168,1214,1,4,0,3,1260,1031,0,2291,0,1,2,0,4,2,2,9,1,2,1900.0,1,2,506,3,0,0,0,0,99,0,0,11,2007,133900,3505,2.0,2.5,97,99,3337,4011,107.0,9,56.50343751827948
94,95,60,69.0,9337,6,5,1997,1997,6,0,0.0,2,3,3,648,0,176,824,2,4,1,3,905,881,0,1786,1,0,2,1,3,1,3,7,0,4,1997.0,2,2,684,3,0,162,0,0,0,0,0,5,2007,204750,2610,2.5,3.5,10,162,2434,3294,10.0,10,75.04142143422128
95,96,60,0.0,9765,6,8,1993,1993,6,3,68.0,4,3,3,310,0,370,680,2,3,1,3,680,790,0,1470,0,0,2,1,3,1,2,6,1,4,1993.0,3,2,420,3,232,63,0,0,0,0,480,4,2009,185000,2150,2.5,2.5,16,295,1780,2570,16.0,16,76.84454061251664
96,97,20,78.0,10264,7,5,1999,1999,6,3,183.0,3,2,3,1162,0,426,1588,2,4,1,3,1588,0,0,1588,0,0,2,0,3,1,3,6,0,4,1999.0,2,2,472,3,158,29,0,0,0,0,0,8,2006,214000,3176,2.0,2.0,7,187,2750,3648,7.0,7,75.04142143422128
97,98,20,73.0,10921,4,5,1965,1965,3,3,48.0,2,2,2,520,0,440,960,2,2,1,1,960,0,0,960,1,0,1,0,3,1,2,6,0,4,1965.0,3,1,432,3,120,0,0,0,0,0,0,5,2007,94750,1920,1.0,2.0,42,120,1480,2352,42.0,42,57.244515282205136
98,99,30,85.0,10625,5,5,1920,1950,1,0,0.0,2,2,1,108,0,350,458,2,1,0,3,835,0,0,835,0,0,1,0,2,1,2,5,0,3,1920.0,1,1,366,2,0,0,77,0,0,0,400,5,2010,83000,1293,1.0,1.0,90,77,943,1659,90.0,60,57.244515282205136
99,100,20,77.0,9320,4,5,1959,1959,4,0,0.0,2,2,2,569,0,381,950,2,1,1,3,1225,0,0,1225,1,0,1,1,3,1,2,6,0,0,1900.0,0,0,0,0,352,0,0,0,0,0,400,1,2010,128950,2175,1.5,2.5,51,352,1794,2175,110.0,51,62.495892085837696
100,101,20,0.0,10603,6,7,1977,2001,4,3,28.0,2,2,3,1200,0,410,1610,2,3,1,3,1610,0,0,1610,1,0,2,0,3,1,3,6,2,4,1977.0,2,2,480,3,168,68,0,0,0,0,0,2,2010,205000,3220,2.0,3.0,33,236,2810,3700,33.0,9,65.60556289753659
101,102,60,77.0,9206,6,5,1985,1985,3,3,336.0,3,2,2,0,0,741,741,2,2,1,3,977,755,0,1732,0,0,2,1,3,1,3,7,1,4,1985.0,3,2,476,3,192,46,0,0,0,0,0,6,2010,178000,2473,2.5,2.5,25,238,1732,2949,25.0,25,71.1354746978608
102,103,90,64.0,7018,5,5,1979,1979,3,0,0.0,2,1,0,0,0,0,0,2,2,1,3,1535,0,0,1535,0,0,2,0,4,2,2,8,0,4,1979.0,1,2,410,3,0,0,0,0,0,0,0,6,2009,118964,1535,2.0,2.0,30,0,1535,1945,30.0,30,71.1354746978608
103,104,20,94.0,10402,7,5,2009,2009,6,0,0.0,2,2,3,0,0,1226,1226,2,4,1,3,1226,0,0,1226,0,0,2,0,3,1,3,6,0,4,2009.0,2,3,740,3,0,36,0,0,0,0,0,5,2010,198900,2452,2.0,2.0,1,36,1226,3192,1.0,1,75.04142143422128
104,105,50,0.0,7758,7,4,1931,1950,2,3,600.0,2,1,3,224,0,816,1040,2,4,1,1,1226,592,0,1818,0,0,1,1,4,1,2,7,2,2,1951.0,1,1,240,3,0,0,0,0,184,0,0,6,2007,169500,2858,1.5,1.5,76,184,2042,3098,56.0,57,53.85268421741216
105,106,60,75.0,9375,8,5,2003,2004,6,3,768.0,3,2,3,0,0,1053,1053,2,4,1,3,1053,939,0,1992,0,0,2,1,3,1,3,9,1,4,2003.0,2,2,648,3,140,45,0,0,0,0,0,8,2008,250000,3045,2.5,2.5,5,185,1992,3693,5.0,4,82.65035776115711
106,107,30,60.0,10800,4,7,1885,1995,6,0,0.0,2,2,1,0,0,641,641,2,3,1,3,1047,0,0,1047,0,0,1,0,2,1,2,6,0,2,1954.0,1,1,273,2,0,0,0,0,0,0,450,8,2007,100000,1688,1.0,1.0,122,0,1047,1961,53.0,12,56.50343751827948
107,108,20,50.0,6000,5,5,1948,1950,6,0,0.0,2,2,2,104,169,516,789,2,4,1,3,789,0,0,789,0,0,1,0,2,1,2,5,0,2,1948.0,1,1,250,3,0,0,0,0,0,0,0,4,2008,115000,1578,1.0,1.0,60,0,1062,1828,60.0,58,56.50343751827948
108,109,50,85.0,8500,5,7,1919,2005,7,0,0.0,2,2,2,0,0,793,793,1,2,0,1,997,520,0,1517,0,0,2,0,3,1,1,7,0,0,1900.0,0,0,0,0,0,0,144,0,0,0,0,8,2007,115000,2310,2.0,2.0,88,144,1517,2310,107.0,2,53.85268421741216
109,110,20,105.0,11751,6,6,1977,1977,4,3,480.0,2,2,2,705,0,1139,1844,2,4,1,3,1844,0,0,1844,0,0,2,0,3,1,2,7,1,4,1977.0,2,2,546,3,0,122,0,0,0,0,0,1,2010,190000,3688,2.0,2.0,33,122,2549,4234,33.0,33,65.60556289753659
110,111,50,75.0,9525,6,4,1954,1972,1,0,0.0,2,2,2,444,0,550,994,2,3,1,3,1216,639,0,1855,0,0,2,0,4,1,2,7,0,4,1954.0,1,1,325,3,182,0,0,0,0,0,0,10,2006,136900,2849,2.0,2.0,52,182,2299,3174,52.0,34,57.244515282205136
111,112,80,0.0,7750,7,5,2000,2000,6,0,0.0,2,2,3,250,0,134,384,2,4,1,3,774,656,0,1430,0,0,2,1,3,1,2,7,1,4,2000.0,3,2,400,3,180,0,0,0,0,0,0,4,2010,180000,1814,2.5,2.5,10,180,1680,2214,10.0,10,76.84454061251664
112,113,60,77.0,9965,7,5,2007,2007,6,4,220.0,3,2,3,984,0,280,1264,2,4,1,3,1282,1414,0,2696,1,0,2,1,4,1,4,10,1,4,2007.0,3,3,792,3,120,184,0,0,168,0,0,10,2007,383970,3960,2.5,3.5,0,472,3680,4752,0.0,0,75.04142143422128
113,114,20,0.0,21000,6,5,1953,1953,1,3,184.0,2,3,2,35,869,905,1809,2,2,1,3,2259,0,0,2259,1,0,2,0,3,1,3,7,2,3,1953.0,1,2,450,3,166,120,192,0,0,0,0,10,2007,217000,4068,2.0,3.0,54,478,3163,4518,54.0,54,74.76968106580541
114,115,70,61.0,7259,6,8,1945,2002,1,0,0.0,2,2,2,774,150,104,1028,2,4,1,3,1436,884,0,2320,1,0,2,1,3,1,3,9,1,2,1945.0,1,1,180,3,224,0,0,0,0,0,0,7,2007,259500,3348,2.5,3.5,62,224,3244,3528,62.0,5,74.76968106580541
115,116,160,34.0,3230,6,5,1999,1999,1,3,1129.0,2,2,3,419,0,310,729,2,3,1,3,729,729,0,1458,0,0,2,1,2,1,2,5,1,2,1999.0,1,2,440,3,0,32,0,0,0,0,0,6,2007,176000,2187,2.5,2.5,8,32,1877,2627,8.0,8,82.65035776115711
116,117,20,0.0,11616,5,5,1962,1962,1,3,116.0,2,2,2,170,670,252,1092,2,2,1,3,1092,0,0,1092,0,1,1,0,3,1,2,6,1,4,1962.0,1,1,288,3,0,20,144,0,0,0,0,9,2009,139000,2184,1.0,1.5,47,164,1932,2472,47.0,47,62.675326605163775
117,118,20,74.0,8536,5,5,2006,2007,6,0,0.0,2,2,3,0,0,1125,1125,2,3,1,3,1125,0,0,1125,0,0,1,1,2,1,2,5,0,4,2007.0,1,2,430,3,80,64,0,0,0,0,0,4,2007,155000,2250,1.5,1.5,1,144,1125,2680,0.0,0,57.244515282205136
118,119,60,90.0,12376,7,5,1990,1990,4,0,0.0,2,2,3,1470,0,203,1673,2,3,1,3,1699,1523,0,3222,1,0,3,0,5,1,3,11,2,4,1990.0,1,3,594,3,367,0,0,0,0,0,0,5,2010,320000,4895,3.0,4.0,20,367,4692,5489,20.0,20,71.1354746978608
119,120,60,65.0,8461,6,5,2005,2006,6,0,0.0,3,2,3,0,0,728,728,2,4,1,3,728,728,0,1456,0,0,2,1,3,1,3,8,1,4,2005.0,3,2,390,3,0,24,0,0,0,0,0,7,2006,163990,2184,2.5,2.5,1,24,1456,2574,1.0,0,75.04142143422128
120,121,80,0.0,21453,6,5,1969,1969,4,0,0.0,2,2,2,938,0,0,938,2,4,1,3,988,0,0,988,1,0,1,0,1,1,2,4,2,4,1969.0,1,2,540,3,0,130,0,130,0,0,0,10,2006,180000,1926,1.0,2.0,37,260,1926,2466,37.0,37,70.91761790148465
121,122,50,50.0,6060,4,5,1939,1950,0,0,0.0,2,2,3,0,0,732,732,2,3,1,3,772,351,0,1123,0,0,1,0,3,1,2,4,0,2,1979.0,1,1,264,3,0,0,140,0,0,0,0,6,2007,100000,1855,1.0,1.0,68,140,1123,2119,28.0,57,53.85268421741216
122,123,20,75.0,9464,6,7,1958,1958,1,3,135.0,2,3,2,570,0,510,1080,2,3,1,3,1080,0,0,1080,0,0,1,0,3,1,2,5,0,4,1958.0,1,1,288,3,0,0,0,0,130,0,0,6,2008,136000,2160,1.0,1.0,50,130,1650,2448,50.0,50,62.495892085837696
123,124,120,55.0,7892,6,5,1993,1993,4,0,0.0,3,2,3,300,0,899,1199,2,4,1,3,1199,0,0,1199,0,0,2,0,2,1,3,5,0,4,1993.0,2,2,530,3,0,63,0,0,0,0,0,3,2008,153900,2398,2.0,2.0,15,63,1499,2928,15.0,15,71.1354746978608
124,125,20,48.0,17043,6,5,1979,1998,3,0,0.0,2,3,2,0,0,1362,1362,2,2,1,3,1586,0,0,1586,0,0,2,0,3,1,2,7,1,4,1979.0,1,2,435,3,192,0,0,0,0,0,0,1,2009,181000,2948,2.0,2.0,30,192,1586,3383,30.0,11,65.60556289753659
125,126,190,60.0,6780,6,8,1935,1982,1,0,0.0,2,1,2,490,0,30,520,2,3,0,3,520,0,234,754,1,0,1,0,2,1,2,5,0,0,1900.0,0,0,0,0,53,0,0,0,0,0,0,6,2006,84500,1040,1.0,2.0,71,53,1010,1040,106.0,24,53.85268421741216
126,127,120,0.0,4928,6,5,1976,1976,4,0,0.0,2,2,2,120,0,958,1078,2,2,1,3,958,0,0,958,0,0,2,0,2,1,2,5,1,4,1977.0,2,2,440,3,0,205,0,0,0,0,0,2,2007,128000,2036,2.0,2.0,31,205,1078,2476,30.0,31,65.27318932655653
127,128,45,55.0,4388,5,7,1930,1950,1,0,0.0,2,3,1,116,0,556,672,2,4,1,3,840,0,0,840,0,0,1,0,3,1,2,5,1,0,1900.0,0,0,0,0,0,0,0,0,0,0,0,6,2007,87000,1512,1.0,1.0,77,0,956,1512,107.0,57,56.50343751827948
128,129,60,69.0,7590,6,5,1966,1966,6,3,266.0,2,2,2,512,0,148,660,2,2,1,3,660,688,0,1348,0,0,1,1,3,1,2,6,1,4,1966.0,2,2,453,3,188,108,0,0,0,0,0,7,2006,155000,2008,1.5,1.5,40,296,1860,2461,40.0,40,62.495892085837696
129,130,20,69.0,8973,5,7,1958,1991,4,3,85.0,2,2,2,567,28,413,1008,2,2,1,2,1053,0,0,1053,0,1,1,1,3,1,4,6,0,5,1998.0,2,2,750,3,0,80,0,180,0,0,0,7,2006,150000,2061,1.5,2.0,48,260,1648,2811,8.0,15,62.495892085837696
130,131,60,88.0,14200,7,6,1966,1966,1,3,309.0,2,2,2,445,0,479,924,2,4,1,3,1216,941,0,2157,0,0,2,1,4,1,3,8,2,4,1966.0,3,2,487,3,105,66,0,0,0,0,0,5,2006,226000,3081,2.5,2.5,40,171,2602,3568,40.0,40,62.495892085837696
131,132,60,0.0,12224,6,5,2000,2000,6,3,40.0,3,2,3,695,0,297,992,2,4,1,3,1022,1032,0,2054,1,0,2,1,3,1,3,7,1,4,2000.0,2,2,390,3,24,48,0,0,0,0,0,7,2009,244000,3046,2.5,3.5,9,72,2749,3436,9.0,9,76.84454061251664
132,133,20,75.0,7388,5,6,1959,2002,1,0,0.0,2,2,2,405,0,658,1063,2,3,1,3,1327,0,0,1327,1,0,1,0,3,1,3,7,0,2,1974.0,1,2,624,3,0,0,0,0,0,0,0,7,2007,150750,2390,1.0,2.0,48,0,1732,3014,33.0,5,62.495892085837696
133,134,20,0.0,6853,8,5,2001,2002,6,3,136.0,3,2,3,1005,0,262,1267,2,4,1,3,1296,0,0,1296,1,0,2,0,2,1,3,6,0,4,2001.0,3,2,471,3,192,25,0,0,0,0,0,6,2009,220000,2563,2.0,3.0,8,217,2301,3034,8.0,7,78.04628310781021
134,135,20,78.0,10335,5,6,1968,1993,4,0,0.0,2,2,2,570,0,891,1461,2,3,1,3,1721,0,0,1721,0,0,2,1,3,1,2,7,1,4,1968.0,2,2,440,3,0,96,180,0,0,0,0,7,2006,180000,3182,2.5,2.5,38,276,2291,3622,38.0,13,62.675326605163775
135,136,20,80.0,10400,7,6,1970,1970,4,3,288.0,2,2,3,0,0,1304,1304,2,3,1,3,1682,0,0,1682,0,0,2,0,3,1,2,7,1,4,1970.0,1,2,530,3,98,0,0,0,0,0,0,5,2008,174000,2986,2.0,2.0,38,98,1682,3516,38.0,38,65.60556289753659
136,137,20,0.0,10355,5,5,1967,1967,1,3,196.0,2,2,2,695,0,519,1214,2,2,1,3,1214,0,0,1214,0,0,2,0,3,1,2,5,1,4,1967.0,2,1,318,3,0,111,0,0,0,0,0,7,2007,143000,2428,2.0,2.0,40,111,1909,2746,40.0,40,62.495892085837696
137,138,90,82.0,11070,7,5,1988,1989,6,3,70.0,2,2,2,0,0,1907,1907,2,3,1,3,1959,0,0,1959,0,0,3,0,5,2,2,9,0,5,1989.0,1,3,766,3,0,0,0,0,0,0,0,7,2006,171000,3866,3.0,3.0,18,0,1959,4632,17.0,17,65.41403406858139
138,139,60,73.0,9066,8,5,1999,2000,6,3,320.0,3,2,3,668,0,336,1004,2,4,1,3,1004,848,0,1852,0,0,2,1,3,1,3,7,2,4,1999.0,3,3,660,3,224,106,0,0,0,0,0,12,2008,230000,2856,2.5,2.5,9,330,2520,3516,9.0,8,75.04142143422128
139,140,60,65.0,15426,6,5,1997,1997,6,0,0.0,2,2,3,821,0,107,928,2,4,1,3,928,836,0,1764,1,0,2,1,3,1,3,7,0,4,1997.0,2,2,470,3,276,99,0,0,0,0,0,8,2009,231500,2692,2.5,3.5,12,375,2585,3162,12.0,12,75.04142143422128
140,141,20,70.0,10500,4,5,1971,1971,3,0,0.0,2,2,2,432,0,432,864,2,2,1,3,864,0,0,864,0,0,1,0,3,1,2,5,1,0,1900.0,0,0,0,0,0,0,0,0,0,0,0,4,2010,115000,1728,1.0,1.0,39,0,1296,1728,110.0,39,62.495892085837696
141,142,20,78.0,11645,7,5,2005,2005,6,0,0.0,3,2,3,1300,0,434,1734,2,4,1,3,1734,0,0,1734,1,0,2,0,3,1,3,7,0,4,2005.0,3,2,660,3,160,24,0,0,0,0,0,1,2006,260000,3468,2.0,3.0,1,184,3034,4128,1.0,1,75.04142143422128
142,143,50,71.0,8520,5,4,1952,1952,5,0,0.0,2,1,2,507,0,403,910,2,1,1,3,910,475,0,1385,0,0,2,0,4,1,2,6,0,2,2000.0,1,2,720,3,0,0,0,0,0,0,0,6,2010,166000,2295,2.0,2.0,58,0,1892,3015,10.0,58,62.495892085837696
143,144,20,78.0,10335,7,5,1999,1999,6,3,183.0,3,2,3,679,0,811,1490,2,4,1,3,1501,0,0,1501,1,0,2,0,3,1,3,6,0,4,1999.0,2,2,577,3,144,29,0,0,0,0,0,6,2009,204000,2991,2.0,3.0,10,173,2180,3568,10.0,10,75.04142143422128
144,145,90,70.0,9100,5,5,1963,1963,3,3,336.0,2,2,2,1332,0,396,1728,2,2,1,3,1728,0,0,1728,1,0,2,0,6,2,2,10,0,2,1963.0,1,2,504,3,0,0,0,0,0,0,0,11,2006,125000,3456,2.0,3.0,43,0,3060,3960,43.0,43,62.675326605163775
145,146,160,24.0,2522,6,5,2004,2006,6,4,50.0,3,2,3,0,0,970,970,2,4,1,3,970,739,0,1709,0,0,2,0,3,1,3,7,0,2,2004.0,1,2,380,3,0,40,0,0,0,0,0,4,2006,130000,2679,2.0,2.0,2,40,1709,3059,2.0,0,57.244515282205136
146,147,30,51.0,6120,5,7,1931,1993,1,0,0.0,2,2,1,209,0,506,715,2,2,1,2,875,0,0,875,1,0,1,0,2,1,2,5,0,2,1931.0,1,1,180,2,48,0,0,0,0,0,0,11,2009,105000,1590,1.0,2.0,78,48,1084,1770,78.0,16,63.70429189835996
147,148,60,0.0,9505,7,5,2001,2001,6,3,180.0,3,2,3,0,0,884,884,2,4,1,3,884,1151,0,2035,0,0,2,1,3,1,3,8,1,4,2001.0,3,2,434,3,144,48,0,0,0,0,0,5,2010,222500,2919,2.5,2.5,9,192,2035,3353,9.0,9,76.84454061251664
148,149,20,63.0,7500,7,5,2004,2005,6,3,120.0,2,2,3,680,0,400,1080,2,4,1,3,1080,0,0,1080,1,0,1,0,3,1,3,6,0,0,1900.0,0,0,0,0,0,0,0,0,0,0,0,4,2008,141000,2160,1.0,2.0,4,0,1760,2160,108.0,3,71.1354746978608
149,150,50,0.0,6240,5,4,1936,1950,1,0,0.0,2,2,1,0,0,896,896,2,3,1,2,896,448,0,1344,0,0,1,0,3,1,2,7,0,2,1936.0,1,1,240,2,200,114,0,0,0,0,0,4,2006,115000,2240,1.0,1.0,70,314,1344,2480,70.0,56,63.70429189835996
150,151,20,120.0,10356,5,6,1975,1975,3,0,0.0,2,2,2,716,0,253,969,2,2,1,3,969,0,0,969,0,0,1,1,3,1,2,5,0,4,1975.0,1,2,440,3,0,0,0,0,0,0,0,1,2007,122000,1938,1.5,1.5,32,0,1685,2378,32.0,32,75.04142143422128
151,152,20,107.0,13891,8,5,2007,2008,6,4,436.0,3,2,3,1400,0,310,1710,2,4,1,3,1710,0,0,1710,1,0,2,0,2,1,3,6,1,4,2007.0,2,3,866,3,0,102,0,0,0,0,0,1,2008,372402,3420,2.0,3.0,1,102,3110,4286,1.0,0,89.88078067216345
152,153,60,0.0,14803,6,5,1971,1971,3,3,252.0,2,2,2,416,0,409,825,2,3,1,3,1097,896,0,1993,0,0,2,1,4,1,2,8,1,4,1971.0,2,2,495,3,0,66,0,0,0,0,0,6,2006,190000,2818,2.5,2.5,35,66,2409,3313,35.0,35,65.60556289753659
153,154,20,0.0,13500,6,7,1960,1975,5,0,0.0,2,2,2,429,1080,93,1602,2,3,1,3,1252,0,0,1252,1,0,1,0,1,1,2,4,1,4,1960.0,2,2,564,3,409,0,0,0,0,0,0,3,2008,235000,2854,1.0,2.0,48,409,2761,3418,48.0,33,70.91761790148465
154,155,30,84.0,11340,6,5,1923,1950,1,0,0.0,2,2,1,0,0,1200,1200,2,2,1,2,1200,0,0,1200,0,0,1,0,4,1,2,7,0,2,1923.0,1,1,312,2,0,0,228,0,0,0,0,3,2006,125000,2400,1.0,1.0,83,228,1200,2712,83.0,56,56.50343751827948
155,156,50,60.0,9600,6,5,1924,1950,1,0,0.0,2,2,1,0,0,572,572,0,1,0,1,572,524,0,1096,0,0,1,0,2,1,2,5,0,0,1900.0,0,0,0,0,0,8,128,0,0,0,0,4,2008,79000,1668,1.0,1.0,84,136,1096,1668,108.0,58,57.244515282205136
156,157,20,60.0,7200,5,7,1950,1950,1,0,0.0,2,2,2,0,0,0,0,2,2,1,1,1040,0,0,1040,0,0,1,0,2,1,2,5,0,2,1950.0,1,2,625,3,0,0,0,0,0,0,0,6,2006,109500,1040,1.0,1.0,56,0,1040,1665,56.0,56,62.495892085837696
157,158,60,92.0,12003,8,5,2009,2010,6,3,84.0,3,2,3,0,0,774,774,2,4,1,3,774,1194,0,1968,0,0,2,1,4,1,4,8,1,4,2009.0,3,3,680,3,0,75,0,0,0,0,0,5,2010,269500,2742,2.5,2.5,1,75,1968,3422,1.0,0,78.04628310781021
158,159,60,100.0,12552,7,5,2004,2005,6,0,0.0,3,2,3,222,0,769,991,2,4,1,3,991,956,0,1947,0,0,2,1,3,1,3,8,1,4,2004.0,2,2,678,3,0,136,0,0,0,0,0,5,2010,254900,2938,2.5,2.5,6,136,2169,3616,6.0,5,82.65035776115711
159,160,60,134.0,19378,7,5,2005,2006,6,3,456.0,3,2,3,57,0,1335,1392,2,4,1,3,1392,1070,0,2462,1,0,2,1,4,1,3,9,1,4,2006.0,2,2,576,3,239,132,0,168,0,0,0,3,2006,320000,3854,2.5,3.5,1,539,2519,4430,0.0,0,76.84454061251664
160,161,20,0.0,11120,6,6,1984,1984,4,0,0.0,2,2,3,660,0,572,1232,2,2,1,3,1232,0,0,1232,0,0,2,0,3,1,2,6,0,4,1984.0,1,2,516,3,0,0,0,0,0,0,0,6,2008,162500,2464,2.0,2.0,24,0,1892,2980,24.0,24,83.46043851286939
161,162,60,110.0,13688,9,5,2003,2004,6,3,664.0,3,2,3,1016,0,556,1572,2,4,1,3,1572,1096,0,2668,1,0,2,1,3,1,4,10,2,4,2003.0,3,3,726,3,400,0,0,0,0,0,0,3,2008,412500,4240,2.5,3.5,5,400,3684,4966,5.0,4,89.88078067216345
162,163,20,95.0,12182,7,5,2005,2005,6,3,226.0,3,2,3,1201,0,340,1541,2,4,1,3,1541,0,0,1541,0,0,2,0,3,1,3,7,1,4,2005.0,2,2,532,3,0,70,0,0,0,0,0,5,2010,220000,3082,2.0,2.0,5,70,2742,3614,5.0,5,89.88078067216345
163,164,45,55.0,5500,4,6,1956,1956,1,0,0.0,2,2,2,0,0,882,882,2,4,1,3,882,0,0,882,0,0,1,0,1,1,2,4,0,0,1900.0,0,0,0,0,0,0,0,0,0,0,0,4,2007,103200,1764,1.0,1.0,51,0,882,1764,107.0,51,56.50343751827948
164,165,40,40.0,5400,6,7,1926,2004,1,0,0.0,2,3,1,370,0,779,1149,2,3,1,2,1149,467,0,1616,0,0,2,0,3,1,3,5,0,2,1926.0,1,1,216,3,0,0,183,0,0,0,0,10,2007,152000,2765,2.0,2.0,81,183,1986,2981,81.0,3,56.50343751827948
165,166,190,62.0,10106,5,7,1940,1999,1,0,0.0,2,3,1,351,181,112,644,2,3,1,3,808,547,0,1355,1,0,2,0,4,2,2,6,0,0,1900.0,0,0,0,0,140,0,0,0,0,0,0,9,2008,127500,1999,2.0,3.0,68,140,1887,1999,108.0,9,57.244515282205136
166,167,20,0.0,10708,5,5,1955,1993,1,0,0.0,3,2,2,379,768,470,1617,2,4,1,2,1867,0,0,1867,1,0,1,0,2,1,2,7,3,4,1955.0,3,1,303,3,476,0,0,0,142,0,0,11,2009,190000,3484,1.0,2.0,54,618,3014,3787,54.0,16,70.91761790148465
167,168,60,86.0,10562,8,5,2007,2007,6,4,300.0,3,2,3,1288,0,294,1582,2,4,1,3,1610,551,0,2161,1,0,1,1,3,1,4,8,1,4,2007.0,3,3,789,3,178,120,0,0,0,0,0,11,2007,325624,3743,1.5,2.5,0,298,3449,4532,0.0,0,89.88078067216345
168,169,60,62.0,8244,7,5,2004,2004,6,0,0.0,3,2,3,0,0,840,840,2,4,1,3,840,880,0,1720,0,0,2,1,3,1,3,7,1,4,2004.0,3,2,440,3,100,48,0,0,0,0,0,5,2007,183500,2560,2.5,2.5,3,148,1720,3000,3.0,3,76.84454061251664
169,170,20,0.0,16669,8,6,1981,1981,4,3,653.0,3,2,2,0,0,1686,1686,2,2,1,3,1707,0,0,1707,0,0,2,1,2,1,2,6,1,4,1981.0,2,2,511,3,574,64,0,0,0,0,0,1,2006,228000,3393,2.5,2.5,25,638,1707,3904,25.0,25,78.04628310781021
170,171,50,0.0,12358,5,6,1941,1950,1,0,0.0,2,2,2,360,0,360,720,2,2,1,3,854,0,528,1382,0,0,1,1,2,1,2,7,0,2,1991.0,1,2,660,3,237,0,0,0,0,0,0,5,2007,128500,1574,1.5,1.5,66,237,1214,2234,16.0,57,56.50343751827948
171,172,20,141.0,31770,6,5,1960,1960,5,4,112.0,2,2,2,639,0,441,1080,2,1,1,3,1656,0,0,1656,1,0,1,0,3,1,2,7,2,4,1960.0,3,2,528,3,210,62,0,0,0,0,0,5,2010,215000,2736,1.0,2.0,50,272,2295,3264,50.0,50,62.495892085837696
172,173,160,44.0,5306,7,7,1987,1987,3,0,0.0,3,3,3,495,215,354,1064,2,3,1,3,1064,703,0,1767,1,0,2,0,2,1,3,5,1,4,1987.0,2,2,504,4,441,35,0,0,0,0,0,6,2006,239000,2831,2.0,3.0,19,476,2477,3335,19.0,19,91.26740111931524
